numech_B_repere;nom_img_B;nom_img_T;vide_B;vide_T;accord
-18;NULL;2026_PIETRA_Cam_T_6_0.jpg;NULL;True;NULL
-17;NULL;2026_PIETRA_Cam_T_6_1.jpg;NULL;True;NULL
-16;NULL;2026_PIETRA_Cam_T_6_2.jpg;NULL;True;NULL
-15;NULL;2026_PIETRA_Cam_T_6_3.jpg;NULL;True;NULL
-14;NULL;2026_PIETRA_Cam_T_6_4.jpg;NULL;True;NULL
-13;NULL;2026_PIETRA_Cam_T_6_5.jpg;NULL;True;NULL
-12;NULL;2026_PIETRA_Cam_T_6_6.jpg;NULL;True;NULL
-11;NULL;2026_PIETRA_Cam_T_6_7.jpg;NULL;True;NULL
-10;NULL;2026_PIETRA_Cam_T_6_8.jpg;NULL;True;NULL
-9;NULL;2026_PIETRA_Cam_T_6_9.jpg;NULL;True;NULL
-8;NULL;2026_PIETRA_Cam_T_6_10.jpg;NULL;True;NULL
-7;NULL;2026_PIETRA_Cam_T_6_11.jpg;NULL;True;NULL
-6;NULL;2026_PIETRA_Cam_T_6_12.jpg;NULL;True;NULL
-5;NULL;2026_PIETRA_Cam_T_6_13.jpg;NULL;True;NULL
-4;NULL;2026_PIETRA_Cam_T_6_14.jpg;NULL;True;NULL
-3;NULL;2026_PIETRA_Cam_T_6_15.jpg;NULL;True;NULL
-2;NULL;2026_PIETRA_Cam_T_6_16.jpg;NULL;True;NULL
-1;NULL;2026_PIETRA_Cam_T_6_17.jpg;NULL;True;NULL
0;2026_PIETRA_Cam_B_6_0.jpg;2026_PIETRA_Cam_T_6_18.jpg;True;True;OK
1;2026_PIETRA_Cam_B_6_1.jpg;2026_PIETRA_Cam_T_6_19.jpg;True;True;OK
2;2026_PIETRA_Cam_B_6_2.jpg;2026_PIETRA_Cam_T_6_20.jpg;True;True;OK
3;2026_PIETRA_Cam_B_6_3.jpg;2026_PIETRA_Cam_T_6_21.jpg;True;True;OK
4;2026_PIETRA_Cam_B_6_4.jpg;2026_PIETRA_Cam_T_6_22.jpg;True;True;OK
5;2026_PIETRA_Cam_B_6_5.jpg;2026_PIETRA_Cam_T_6_23.jpg;True;True;OK
6;2026_PIETRA_Cam_B_6_6.jpg;2026_PIETRA_Cam_T_6_24.jpg;True;True;OK
7;NULL;2026_PIETRA_Cam_T_6_25.jpg;NULL;True;NULL
8;2026_PIETRA_Cam_B_6_8.jpg;2026_PIETRA_Cam_T_6_26.jpg;True;True;OK
9;2026_PIETRA_Cam_B_6_9.jpg;2026_PIETRA_Cam_T_6_27.jpg;True;True;OK
10;2026_PIETRA_Cam_B_6_10.jpg;2026_PIETRA_Cam_T_6_28.jpg;True;True;OK
11;2026_PIETRA_Cam_B_6_11.jpg;2026_PIETRA_Cam_T_6_29.jpg;True;True;OK
12;2026_PIETRA_Cam_B_6_12.jpg;2026_PIETRA_Cam_T_6_30.jpg;True;True;OK
13;2026_PIETRA_Cam_B_6_13.jpg;2026_PIETRA_Cam_T_6_31.jpg;True;True;OK
14;2026_PIETRA_Cam_B_6_14.jpg;2026_PIETRA_Cam_T_6_32.jpg;True;True;OK
