numech_B_repere;nom_img_B;nom_img_T;vide_B;vide_T;accord
0;2025_PIETRA_Cam_B_3_0.jpg;NULL;True;NULL;NULL
1;2025_PIETRA_Cam_B_3_1.jpg;NULL;True;NULL;NULL
2;2025_PIETRA_Cam_B_3_2.jpg;NULL;True;NULL;NULL
3;2025_PIETRA_Cam_B_3_3.jpg;2025_PIETRA_Cam_T_3_0.jpg;True;True;OK
4;2025_PIETRA_Cam_B_3_4.jpg;2025_PIETRA_Cam_T_3_1.jpg;True;True;OK
5;2025_PIETRA_Cam_B_3_5.jpg;2025_PIETRA_Cam_T_3_2.jpg;True;True;OK
6;2025_PIETRA_Cam_B_3_6.jpg;2025_PIETRA_Cam_T_3_3.jpg;True;True;OK
7;2025_PIETRA_Cam_B_3_7.jpg;2025_PIETRA_Cam_T_3_4.jpg;True;True;OK
8;2025_PIETRA_Cam_B_3_8.jpg;2025_PIETRA_Cam_T_3_5.jpg;True;True;OK
9;2025_PIETRA_Cam_B_3_9.jpg;2025_PIETRA_Cam_T_3_6.jpg;True;True;OK
10;2025_PIETRA_Cam_B_3_10.jpg;2025_PIETRA_Cam_T_3_7.jpg;True;True;OK
11;2025_PIETRA_Cam_B_3_11.jpg;2025_PIETRA_Cam_T_3_8.jpg;True;True;OK
12;2025_PIETRA_Cam_B_3_12.jpg;2025_PIETRA_Cam_T_3_9.jpg;True;True;OK
13;2025_PIETRA_Cam_B_3_13.jpg;2025_PIETRA_Cam_T_3_10.jpg;True;True;OK
14;2025_PIETRA_Cam_B_3_14.jpg;2025_PIETRA_Cam_T_3_11.jpg;True;True;OK
15;2025_PIETRA_Cam_B_3_15.jpg;2025_PIETRA_Cam_T_3_12.jpg;True;True;OK
16;2025_PIETRA_Cam_B_3_16.jpg;2025_PIETRA_Cam_T_3_13.jpg;True;True;OK
17;2025_PIETRA_Cam_B_3_17.jpg;2025_PIETRA_Cam_T_3_14.jpg;True;True;OK
18;2025_PIETRA_Cam_B_3_18.jpg;2025_PIETRA_Cam_T_3_15.jpg;True;True;OK
19;NULL;2025_PIETRA_Cam_T_3_16.jpg;NULL;True;NULL
20;2025_PIETRA_Cam_B_3_20.jpg;2025_PIETRA_Cam_T_3_17.jpg;True;True;OK
21;2025_PIETRA_Cam_B_3_21.jpg;2025_PIETRA_Cam_T_3_18.jpg;True;True;OK
