numech_B_repere;nom_img_B;nom_img_T;vide_B;vide_T;accord
-7;NULL;2025_NON_Conforme_Cam_T_2_0.jpg;NULL;True;NULL
-6;NULL;2025_NON_Conforme_Cam_T_2_1.jpg;NULL;True;NULL
-5;NULL;2025_NON_Conforme_Cam_T_2_2.jpg;NULL;True;NULL
-4;NULL;2025_NON_Conforme_Cam_T_2_3.jpg;NULL;True;NULL
-3;NULL;2025_NON_Conforme_Cam_T_2_4.jpg;NULL;True;NULL
-2;NULL;2025_NON_Conforme_Cam_T_2_5.jpg;NULL;True;NULL
-1;NULL;2025_NON_Conforme_Cam_T_2_6.jpg;NULL;True;NULL
0;2025_NON_Conforme_Cam_B_2_0.jpg;2025_NON_Conforme_Cam_T_2_7.jpg;True;True;OK
1;2025_NON_Conforme_Cam_B_2_1.jpg;2025_NON_Conforme_Cam_T_2_8.jpg;True;True;OK
2;2025_NON_Conforme_Cam_B_2_2.jpg;2025_NON_Conforme_Cam_T_2_9.jpg;True;True;OK
3;2025_NON_Conforme_Cam_B_2_3.jpg;2025_NON_Conforme_Cam_T_2_10.jpg;True;True;OK
4;2025_NON_Conforme_Cam_B_2_4.jpg;NULL;True;NULL;NULL
5;2025_NON_Conforme_Cam_B_2_5.jpg;2025_NON_Conforme_Cam_T_2_12.jpg;True;True;OK
6;2025_NON_Conforme_Cam_B_2_6.jpg;2025_NON_Conforme_Cam_T_2_13.jpg;True;True;OK
7;2025_NON_Conforme_Cam_B_2_7.jpg;2025_NON_Conforme_Cam_T_2_14.jpg;True;True;OK
8;2025_NON_Conforme_Cam_B_2_8.jpg;2025_NON_Conforme_Cam_T_2_15.jpg;True;True;OK
9;2025_NON_Conforme_Cam_B_2_9.jpg;2025_NON_Conforme_Cam_T_2_16.jpg;True;True;OK
10;2025_NON_Conforme_Cam_B_2_10.jpg;2025_NON_Conforme_Cam_T_2_17.jpg;True;True;OK
11;2025_NON_Conforme_Cam_B_2_11.jpg;NULL;True;NULL;NULL
12;2025_NON_Conforme_Cam_B_2_12.jpg;2025_NON_Conforme_Cam_T_2_19.jpg;True;True;OK
13;2025_NON_Conforme_Cam_B_2_13.jpg;2025_NON_Conforme_Cam_T_2_20.jpg;True;True;OK
14;2025_NON_Conforme_Cam_B_2_14.jpg;NULL;True;NULL;NULL
15;2025_NON_Conforme_Cam_B_2_15.jpg;NULL;True;NULL;NULL
16;2025_NON_Conforme_Cam_B_2_16.jpg;NULL;True;NULL;NULL
17;NULL;2025_NON_Conforme_Cam_T_2_24.jpg;NULL;True;NULL
18;2025_NON_Conforme_Cam_B_2_18.jpg;2025_NON_Conforme_Cam_T_2_25.jpg;True;True;OK
19;2025_NON_Conforme_Cam_B_2_19.jpg;2025_NON_Conforme_Cam_T_2_26.jpg;True;True;OK
20;2025_NON_Conforme_Cam_B_2_20.jpg;2025_NON_Conforme_Cam_T_2_27.jpg;True;True;OK
21;2025_NON_Conforme_Cam_B_2_21.jpg;2025_NON_Conforme_Cam_T_2_28.jpg;True;True;OK
22;2025_NON_Conforme_Cam_B_2_22.jpg;2025_NON_Conforme_Cam_T_2_29.jpg;True;True;OK
23;2025_NON_Conforme_Cam_B_2_23.jpg;2025_NON_Conforme_Cam_T_2_30.jpg;True;True;OK
24;NULL;2025_NON_Conforme_Cam_T_2_31.jpg;NULL;True;NULL
25;NULL;2025_NON_Conforme_Cam_T_2_32.jpg;NULL;True;NULL
26;2025_NON_Conforme_Cam_B_2_26.jpg;2025_NON_Conforme_Cam_T_2_33.jpg;True;True;OK
27;2025_NON_Conforme_Cam_B_2_27.jpg;2025_NON_Conforme_Cam_T_2_34.jpg;True;True;OK
28;NULL;2025_NON_Conforme_Cam_T_2_35.jpg;NULL;True;NULL
29;NULL;2025_NON_Conforme_Cam_T_2_36.jpg;NULL;True;NULL
30;2025_NON_Conforme_Cam_B_2_30.jpg;2025_NON_Conforme_Cam_T_2_37.jpg;True;True;OK
31;2025_NON_Conforme_Cam_B_2_31.jpg;2025_NON_Conforme_Cam_T_2_38.jpg;True;True;OK
32;2025_NON_Conforme_Cam_B_2_32.jpg;2025_NON_Conforme_Cam_T_2_39.jpg;True;True;OK
33;2025_NON_Conforme_Cam_B_2_33.jpg;2025_NON_Conforme_Cam_T_2_40.jpg;True;True;OK
34;2025_NON_Conforme_Cam_B_2_34.jpg;2025_NON_Conforme_Cam_T_2_41.jpg;True;True;OK
35;2025_NON_Conforme_Cam_B_2_35.jpg;2025_NON_Conforme_Cam_T_2_42.jpg;True;True;OK
36;2025_NON_Conforme_Cam_B_2_36.jpg;2025_NON_Conforme_Cam_T_2_43.jpg;True;True;OK
37;2025_NON_Conforme_Cam_B_2_37.jpg;2025_NON_Conforme_Cam_T_2_44.jpg;True;True;OK
38;2025_NON_Conforme_Cam_B_2_38.jpg;2025_NON_Conforme_Cam_T_2_45.jpg;True;True;OK
39;2025_NON_Conforme_Cam_B_2_39.jpg;2025_NON_Conforme_Cam_T_2_46.jpg;True;True;OK
40;2025_NON_Conforme_Cam_B_2_40.jpg;2025_NON_Conforme_Cam_T_2_47.jpg;True;True;OK
