numech_B_repere;nom_img_B;nom_img_T;vide_B;vide_T;accord
-6;NULL;2026_PIETRA_Cam_T_4_0.jpg;NULL;True;NULL
-5;NULL;2026_PIETRA_Cam_T_4_1.jpg;NULL;True;NULL
-4;NULL;2026_PIETRA_Cam_T_4_2.jpg;NULL;True;NULL
-3;NULL;2026_PIETRA_Cam_T_4_3.jpg;NULL;True;NULL
-2;NULL;2026_PIETRA_Cam_T_4_4.jpg;NULL;True;NULL
-1;NULL;2026_PIETRA_Cam_T_4_5.jpg;NULL;True;NULL
0;2026_PIETRA_Cam_B_4_0.jpg;2026_PIETRA_Cam_T_4_6.jpg;True;True;OK
1;2026_PIETRA_Cam_B_4_1.jpg;2026_PIETRA_Cam_T_4_7.jpg;True;True;OK
2;2026_PIETRA_Cam_B_4_2.jpg;2026_PIETRA_Cam_T_4_8.jpg;True;True;OK
3;2026_PIETRA_Cam_B_4_3.jpg;2026_PIETRA_Cam_T_4_9.jpg;True;True;OK
4;2026_PIETRA_Cam_B_4_4.jpg;2026_PIETRA_Cam_T_4_10.jpg;True;True;OK
5;2026_PIETRA_Cam_B_4_5.jpg;2026_PIETRA_Cam_T_4_11.jpg;True;True;OK
6;NULL;2026_PIETRA_Cam_T_4_12.jpg;NULL;True;NULL
7;2026_PIETRA_Cam_B_4_7.jpg;2026_PIETRA_Cam_T_4_13.jpg;True;True;OK
8;NULL;2026_PIETRA_Cam_T_4_14.jpg;NULL;True;NULL
9;NULL;2026_PIETRA_Cam_T_4_15.jpg;NULL;True;NULL
10;2026_PIETRA_Cam_B_4_10.jpg;2026_PIETRA_Cam_T_4_16.jpg;True;True;OK
11;2026_PIETRA_Cam_B_4_11.jpg;2026_PIETRA_Cam_T_4_17.jpg;True;True;OK
12;NULL;2026_PIETRA_Cam_T_4_18.jpg;NULL;True;NULL
13;2026_PIETRA_Cam_B_4_13.jpg;2026_PIETRA_Cam_T_4_19.jpg;True;True;OK
14;2026_PIETRA_Cam_B_4_14.jpg;2026_PIETRA_Cam_T_4_20.jpg;True;True;OK
15;2026_PIETRA_Cam_B_4_15.jpg;2026_PIETRA_Cam_T_4_21.jpg;True;True;OK
16;2026_PIETRA_Cam_B_4_16.jpg;2026_PIETRA_Cam_T_4_22.jpg;True;True;OK
17;2026_PIETRA_Cam_B_4_17.jpg;2026_PIETRA_Cam_T_4_23.jpg;True;True;OK
18;2026_PIETRA_Cam_B_4_18.jpg;2026_PIETRA_Cam_T_4_24.jpg;True;True;OK
19;2026_PIETRA_Cam_B_4_19.jpg;2026_PIETRA_Cam_T_4_25.jpg;True;True;OK
20;2026_PIETRA_Cam_B_4_20.jpg;2026_PIETRA_Cam_T_4_26.jpg;True;True;OK
