numech_B_repere;nom_img_B;nom_img_T;vide_B;vide_T;accord
-4;NULL;2025_Conforme_2_Cam_T_1_1.jpg;NULL;True;NULL
-3;NULL;2025_Conforme_2_Cam_T_1_2.jpg;NULL;True;NULL
-2;NULL;2025_Conforme_2_Cam_T_1_3.jpg;NULL;True;NULL
-1;NULL;2025_Conforme_2_Cam_T_1_4.jpg;NULL;True;NULL
0;2025_Conforme_2_Cam_B_1_0.jpg;2025_Conforme_2_Cam_T_1_5.jpg;True;True;OK
1;2025_Conforme_2_Cam_B_1_1.jpg;2025_Conforme_2_Cam_T_1_6.jpg;True;True;OK
2;2025_Conforme_2_Cam_B_1_2.jpg;2025_Conforme_2_Cam_T_1_7.jpg;True;True;OK
3;2025_Conforme_2_Cam_B_1_3.jpg;2025_Conforme_2_Cam_T_1_8.jpg;True;True;OK
4;2025_Conforme_2_Cam_B_1_4.jpg;2025_Conforme_2_Cam_T_1_9.jpg;True;True;OK
5;2025_Conforme_2_Cam_B_1_5.jpg;2025_Conforme_2_Cam_T_1_10.jpg;True;True;OK
6;2025_Conforme_2_Cam_B_1_6.jpg;2025_Conforme_2_Cam_T_1_11.jpg;True;True;OK
7;2025_Conforme_2_Cam_B_1_7.jpg;2025_Conforme_2_Cam_T_1_12.jpg;True;True;OK
8;NULL;2025_Conforme_2_Cam_T_1_13.jpg;NULL;True;NULL
9;2025_Conforme_2_Cam_B_1_9.jpg;2025_Conforme_2_Cam_T_1_14.jpg;True;True;OK
10;2025_Conforme_2_Cam_B_1_10.jpg;2025_Conforme_2_Cam_T_1_15.jpg;True;True;OK
11;2025_Conforme_2_Cam_B_1_11.jpg;2025_Conforme_2_Cam_T_1_16.jpg;True;True;OK
12;2025_Conforme_2_Cam_B_1_12.jpg;2025_Conforme_2_Cam_T_1_17.jpg;True;True;OK
13;2025_Conforme_2_Cam_B_1_13.jpg;2025_Conforme_2_Cam_T_1_18.jpg;True;True;OK
14;2025_Conforme_2_Cam_B_1_14.jpg;2025_Conforme_2_Cam_T_1_19.jpg;True;True;OK
15;2025_Conforme_2_Cam_B_1_15.jpg;2025_Conforme_2_Cam_T_1_20.jpg;True;True;OK
16;2025_Conforme_2_Cam_B_1_16.jpg;2025_Conforme_2_Cam_T_1_21.jpg;True;True;OK
17;2025_Conforme_2_Cam_B_1_17.jpg;2025_Conforme_2_Cam_T_1_22.jpg;True;True;OK
18;2025_Conforme_2_Cam_B_1_18.jpg;2025_Conforme_2_Cam_T_1_23.jpg;True;True;OK
19;2025_Conforme_2_Cam_B_1_19.jpg;2025_Conforme_2_Cam_T_1_24.jpg;True;True;OK
20;2025_Conforme_2_Cam_B_1_20.jpg;2025_Conforme_2_Cam_T_1_25.jpg;True;True;OK
21;2025_Conforme_2_Cam_B_1_21.jpg;2025_Conforme_2_Cam_T_1_26.jpg;True;True;OK
22;2025_Conforme_2_Cam_B_1_22.jpg;2025_Conforme_2_Cam_T_1_27.jpg;True;True;OK
23;2025_Conforme_2_Cam_B_1_23.jpg;2025_Conforme_2_Cam_T_1_28.jpg;True;True;OK
24;2025_Conforme_2_Cam_B_1_24.jpg;2025_Conforme_2_Cam_T_1_29.jpg;True;True;OK
25;2025_Conforme_2_Cam_B_1_25.jpg;2025_Conforme_2_Cam_T_1_30.jpg;True;True;OK
26;2025_Conforme_2_Cam_B_1_26.jpg;2025_Conforme_2_Cam_T_1_31.jpg;True;True;OK
27;2025_Conforme_2_Cam_B_1_27.jpg;2025_Conforme_2_Cam_T_1_32.jpg;True;True;OK
28;2025_Conforme_2_Cam_B_1_28.jpg;2025_Conforme_2_Cam_T_1_33.jpg;True;True;OK
29;2025_Conforme_2_Cam_B_1_29.jpg;2025_Conforme_2_Cam_T_1_34.jpg;True;True;OK
30;2025_Conforme_2_Cam_B_1_30.jpg;2025_Conforme_2_Cam_T_1_35.jpg;True;True;OK
31;2025_Conforme_2_Cam_B_1_31.jpg;2025_Conforme_2_Cam_T_1_36.jpg;True;True;OK
32;2025_Conforme_2_Cam_B_1_32.jpg;2025_Conforme_2_Cam_T_1_37.jpg;True;True;OK
33;2025_Conforme_2_Cam_B_1_33.jpg;2025_Conforme_2_Cam_T_1_38.jpg;True;True;OK
34;2025_Conforme_2_Cam_B_1_34.jpg;2025_Conforme_2_Cam_T_1_39.jpg;False;True;CONFLIT
35;2025_Conforme_2_Cam_B_1_35.jpg;2025_Conforme_2_Cam_T_1_40.jpg;False;True;CONFLIT
36;2025_Conforme_2_Cam_B_1_36.jpg;2025_Conforme_2_Cam_T_1_41.jpg;True;True;OK
37;2025_Conforme_2_Cam_B_1_37.jpg;2025_Conforme_2_Cam_T_1_42.jpg;False;False;OK
38;2025_Conforme_2_Cam_B_1_38.jpg;2025_Conforme_2_Cam_T_1_43.jpg;False;False;OK
39;2025_Conforme_2_Cam_B_1_39.jpg;2025_Conforme_2_Cam_T_1_44.jpg;False;False;OK
40;2025_Conforme_2_Cam_B_1_40.jpg;2025_Conforme_2_Cam_T_1_45.jpg;False;False;OK
41;2025_Conforme_2_Cam_B_1_41.jpg;2025_Conforme_2_Cam_T_1_46.jpg;False;False;OK
42;2025_Conforme_2_Cam_B_1_42.jpg;2025_Conforme_2_Cam_T_1_47.jpg;False;False;OK
43;2025_Conforme_2_Cam_B_1_43.jpg;2025_Conforme_2_Cam_T_1_48.jpg;True;True;OK
44;2025_Conforme_2_Cam_B_1_44.jpg;2025_Conforme_2_Cam_T_1_49.jpg;False;False;OK
45;2025_Conforme_2_Cam_B_1_45.jpg;2025_Conforme_2_Cam_T_1_50.jpg;True;True;OK
46;2025_Conforme_2_Cam_B_1_46.jpg;2025_Conforme_2_Cam_T_1_51.jpg;False;False;OK
47;2025_Conforme_2_Cam_B_1_47.jpg;2025_Conforme_2_Cam_T_1_52.jpg;False;False;OK
48;2025_Conforme_2_Cam_B_1_48.jpg;2025_Conforme_2_Cam_T_1_53.jpg;False;False;OK
49;2025_Conforme_2_Cam_B_1_49.jpg;2025_Conforme_2_Cam_T_1_54.jpg;False;False;OK
50;2025_Conforme_2_Cam_B_1_50.jpg;2025_Conforme_2_Cam_T_1_55.jpg;False;False;OK
51;2025_Conforme_2_Cam_B_1_51.jpg;2025_Conforme_2_Cam_T_1_56.jpg;True;True;OK
52;2025_Conforme_2_Cam_B_1_52.jpg;2025_Conforme_2_Cam_T_1_57.jpg;True;True;OK
53;2025_Conforme_2_Cam_B_1_53.jpg;2025_Conforme_2_Cam_T_1_58.jpg;True;True;OK
54;2025_Conforme_2_Cam_B_1_54.jpg;2025_Conforme_2_Cam_T_1_59.jpg;False;False;OK
55;2025_Conforme_2_Cam_B_1_55.jpg;2025_Conforme_2_Cam_T_1_60.jpg;False;False;OK
56;2025_Conforme_2_Cam_B_1_56.jpg;2025_Conforme_2_Cam_T_1_61.jpg;False;False;OK
57;2025_Conforme_2_Cam_B_1_57.jpg;2025_Conforme_2_Cam_T_1_62.jpg;False;False;OK
58;2025_Conforme_2_Cam_B_1_58.jpg;2025_Conforme_2_Cam_T_1_63.jpg;False;False;OK
59;2025_Conforme_2_Cam_B_1_59.jpg;2025_Conforme_2_Cam_T_1_64.jpg;True;True;OK
60;2025_Conforme_2_Cam_B_1_60.jpg;2025_Conforme_2_Cam_T_1_65.jpg;False;True;CONFLIT
61;2025_Conforme_2_Cam_B_1_61.jpg;2025_Conforme_2_Cam_T_1_66.jpg;True;False;CONFLIT
62;2025_Conforme_2_Cam_B_1_62.jpg;2025_Conforme_2_Cam_T_1_67.jpg;False;False;OK
63;2025_Conforme_2_Cam_B_1_63.jpg;2025_Conforme_2_Cam_T_1_68.jpg;False;False;OK
64;2025_Conforme_2_Cam_B_1_64.jpg;2025_Conforme_2_Cam_T_1_69.jpg;False;False;OK
65;2025_Conforme_2_Cam_B_1_65.jpg;2025_Conforme_2_Cam_T_1_70.jpg;True;False;CONFLIT
66;2025_Conforme_2_Cam_B_1_66.jpg;2025_Conforme_2_Cam_T_1_71.jpg;False;True;CONFLIT
67;2025_Conforme_2_Cam_B_1_67.jpg;2025_Conforme_2_Cam_T_1_72.jpg;False;False;OK
68;2025_Conforme_2_Cam_B_1_68.jpg;2025_Conforme_2_Cam_T_1_73.jpg;False;False;OK
69;2025_Conforme_2_Cam_B_1_69.jpg;2025_Conforme_2_Cam_T_1_74.jpg;False;False;OK
70;2025_Conforme_2_Cam_B_1_70.jpg;2025_Conforme_2_Cam_T_1_75.jpg;False;False;OK
71;2025_Conforme_2_Cam_B_1_71.jpg;2025_Conforme_2_Cam_T_1_76.jpg;True;False;CONFLIT
72;2025_Conforme_2_Cam_B_1_72.jpg;2025_Conforme_2_Cam_T_1_77.jpg;True;True;OK
73;2025_Conforme_2_Cam_B_1_73.jpg;2025_Conforme_2_Cam_T_1_78.jpg;True;True;OK
74;2025_Conforme_2_Cam_B_1_74.jpg;2025_Conforme_2_Cam_T_1_79.jpg;False;True;CONFLIT
75;2025_Conforme_2_Cam_B_1_75.jpg;2025_Conforme_2_Cam_T_1_80.jpg;False;False;OK
76;2025_Conforme_2_Cam_B_1_76.jpg;2025_Conforme_2_Cam_T_1_81.jpg;False;False;OK
77;2025_Conforme_2_Cam_B_1_77.jpg;2025_Conforme_2_Cam_T_1_82.jpg;False;False;OK
78;2025_Conforme_2_Cam_B_1_78.jpg;2025_Conforme_2_Cam_T_1_83.jpg;False;False;OK
79;2025_Conforme_2_Cam_B_1_79.jpg;2025_Conforme_2_Cam_T_1_84.jpg;False;False;OK
80;2025_Conforme_2_Cam_B_1_80.jpg;2025_Conforme_2_Cam_T_1_85.jpg;False;False;OK
81;NULL;2025_Conforme_2_Cam_T_1_86.jpg;NULL;False;NULL
82;2025_Conforme_2_Cam_B_1_82.jpg;2025_Conforme_2_Cam_T_1_87.jpg;False;True;CONFLIT
83;2025_Conforme_2_Cam_B_1_83.jpg;2025_Conforme_2_Cam_T_1_88.jpg;False;False;OK
84;2025_Conforme_2_Cam_B_1_84.jpg;2025_Conforme_2_Cam_T_1_89.jpg;False;True;CONFLIT
85;2025_Conforme_2_Cam_B_1_85.jpg;2025_Conforme_2_Cam_T_1_90.jpg;False;False;OK
86;2025_Conforme_2_Cam_B_1_86.jpg;2025_Conforme_2_Cam_T_1_91.jpg;False;False;OK
87;2025_Conforme_2_Cam_B_1_87.jpg;2025_Conforme_2_Cam_T_1_92.jpg;False;False;OK
88;2025_Conforme_2_Cam_B_1_88.jpg;2025_Conforme_2_Cam_T_1_93.jpg;False;AMBIGU;AMBIGU
89;2025_Conforme_2_Cam_B_1_89.jpg;2025_Conforme_2_Cam_T_1_94.jpg;False;False;OK
90;2025_Conforme_2_Cam_B_1_90.jpg;2025_Conforme_2_Cam_T_1_95.jpg;False;False;OK
91;2025_Conforme_2_Cam_B_1_91.jpg;2025_Conforme_2_Cam_T_1_96.jpg;False;False;OK
92;2025_Conforme_2_Cam_B_1_92.jpg;2025_Conforme_2_Cam_T_1_97.jpg;False;False;OK
93;2025_Conforme_2_Cam_B_1_93.jpg;2025_Conforme_2_Cam_T_1_98.jpg;False;AMBIGU;AMBIGU
94;2025_Conforme_2_Cam_B_1_94.jpg;2025_Conforme_2_Cam_T_1_99.jpg;False;False;OK
95;2025_Conforme_2_Cam_B_1_95.jpg;2025_Conforme_2_Cam_T_1_100.jpg;False;False;OK
96;2025_Conforme_2_Cam_B_1_96.jpg;2025_Conforme_2_Cam_T_1_101.jpg;False;False;OK
97;2025_Conforme_2_Cam_B_1_97.jpg;2025_Conforme_2_Cam_T_1_102.jpg;False;True;CONFLIT
98;2025_Conforme_2_Cam_B_1_98.jpg;2025_Conforme_2_Cam_T_1_103.jpg;False;False;OK
99;2025_Conforme_2_Cam_B_1_99.jpg;2025_Conforme_2_Cam_T_1_104.jpg;True;False;CONFLIT
100;2025_Conforme_2_Cam_B_1_100.jpg;2025_Conforme_2_Cam_T_1_105.jpg;False;True;CONFLIT
101;2025_Conforme_2_Cam_B_1_101.jpg;2025_Conforme_2_Cam_T_1_106.jpg;False;False;OK
102;2025_Conforme_2_Cam_B_1_102.jpg;2025_Conforme_2_Cam_T_1_107.jpg;False;False;OK
103;2025_Conforme_2_Cam_B_1_103.jpg;2025_Conforme_2_Cam_T_1_108.jpg;AMBIGU;AMBIGU;AMBIGU
104;2025_Conforme_2_Cam_B_1_104.jpg;2025_Conforme_2_Cam_T_1_109.jpg;True;False;CONFLIT
105;2025_Conforme_2_Cam_B_1_105.jpg;2025_Conforme_2_Cam_T_1_110.jpg;False;True;CONFLIT
106;2025_Conforme_2_Cam_B_1_106.jpg;2025_Conforme_2_Cam_T_1_111.jpg;False;False;OK
