id_img;nom_img;vide;fraction_brun
0;2026_Conforme_Cam_B_6_0.jpg;True;0.0007
1;2026_Conforme_Cam_B_6_1.jpg;True;0.0000
2;2026_Conforme_Cam_B_6_2.jpg;True;0.0000
3;2026_Conforme_Cam_B_6_3.jpg;True;0.0000
4;2026_Conforme_Cam_B_6_4.jpg;False;0.2184
5;2026_Conforme_Cam_B_6_5.jpg;False;0.1191
6;2026_Conforme_Cam_B_6_6.jpg;False;0.2623
7;2026_Conforme_Cam_B_6_8.jpg;True;0.0000
8;2026_Conforme_Cam_B_6_9.jpg;True;0.0007
9;2026_Conforme_Cam_B_6_10.jpg;False;0.2353
10;2026_Conforme_Cam_B_6_11.jpg;True;0.0000
11;2026_Conforme_Cam_B_6_12.jpg;True;0.0000
12;2026_Conforme_Cam_B_6_13.jpg;False;0.1609
13;2026_Conforme_Cam_B_6_14.jpg;True;0.0000
14;2026_Conforme_Cam_B_6_15.jpg;True;0.0000
15;2026_Conforme_Cam_B_6_16.jpg;False;0.1269
16;2026_Conforme_Cam_B_6_17.jpg;False;0.3198
17;2026_Conforme_Cam_B_6_19.jpg;False;0.2121
18;2026_Conforme_Cam_B_6_20.jpg;False;0.0879
19;2026_Conforme_Cam_B_6_21.jpg;False;0.1264
20;2026_Conforme_Cam_B_6_22.jpg;True;0.0000
21;2026_Conforme_Cam_B_6_23.jpg;False;0.2544
22;2026_Conforme_Cam_B_6_24.jpg;False;0.3607
23;2026_Conforme_Cam_B_6_25.jpg;True;0.0000
24;2026_Conforme_Cam_B_6_26.jpg;False;0.2939
25;2026_Conforme_Cam_B_6_27.jpg;True;0.0000
26;2026_Conforme_Cam_B_6_28.jpg;True;0.0000
27;2026_Conforme_Cam_B_6_29.jpg;True;0.0000
28;2026_Conforme_Cam_B_6_30.jpg;True;0.0189
29;2026_Conforme_Cam_B_6_31.jpg;False;0.1254
30;2026_Conforme_Cam_B_6_32.jpg;True;0.0000
31;2026_Conforme_Cam_B_6_33.jpg;True;0.0085
32;2026_Conforme_Cam_B_6_34.jpg;True;0.0000
33;2026_Conforme_Cam_B_6_36.jpg;True;0.0000
34;2026_Conforme_Cam_B_6_37.jpg;False;0.1094
35;2026_Conforme_Cam_B_6_38.jpg;False;0.1933
36;2026_Conforme_Cam_B_6_39.jpg;True;0.0001
37;2026_Conforme_Cam_B_6_40.jpg;False;0.0906
38;2026_Conforme_Cam_B_6_42.jpg;False;0.0709
39;2026_Conforme_Cam_B_6_43.jpg;False;0.1951
40;2026_Conforme_Cam_B_6_44.jpg;False;0.2897
41;2026_Conforme_Cam_B_6_45.jpg;False;0.2350
42;2026_Conforme_Cam_B_6_46.jpg;False;0.2269
43;2026_Conforme_Cam_B_6_47.jpg;True;0.0000
44;2026_Conforme_Cam_B_6_48.jpg;True;0.0060
45;2026_Conforme_Cam_B_6_49.jpg;True;0.0000
46;2026_Conforme_Cam_B_6_50.jpg;True;0.0000
47;2026_Conforme_Cam_B_6_51.jpg;True;0.0010
48;2026_Conforme_Cam_B_6_52.jpg;False;0.3870
49;2026_Conforme_Cam_B_6_53.jpg;False;0.1188
50;2026_Conforme_Cam_B_6_54.jpg;True;0.0000
51;2026_Conforme_Cam_B_6_55.jpg;False;0.3527
52;2026_Conforme_Cam_B_6_56.jpg;False;0.2521
53;2026_Conforme_Cam_B_6_57.jpg;False;0.2876
54;2026_Conforme_Cam_B_6_58.jpg;False;0.2633
55;2026_Conforme_Cam_B_6_59.jpg;False;0.1085
56;2026_Conforme_Cam_B_6_60.jpg;True;0.0000
57;2026_Conforme_Cam_B_6_61.jpg;False;0.2720
58;2026_Conforme_Cam_B_6_62.jpg;True;0.0000
59;2026_Conforme_Cam_B_6_63.jpg;False;0.1070
60;2026_Conforme_Cam_B_6_64.jpg;False;0.2812
61;2026_Conforme_Cam_B_6_65.jpg;True;0.0001
62;2026_Conforme_Cam_B_6_66.jpg;False;0.1530
63;2026_Conforme_Cam_B_6_67.jpg;True;0.0000
64;2026_Conforme_Cam_B_6_68.jpg;False;0.1167
65;2026_Conforme_Cam_B_6_69.jpg;False;0.2767
66;2026_Conforme_Cam_B_6_70.jpg;False;0.0696
67;2026_Conforme_Cam_B_6_71.jpg;False;0.1679
68;2026_Conforme_Cam_B_6_72.jpg;True;0.0000
69;2026_Conforme_Cam_B_6_73.jpg;False;0.2740
70;2026_Conforme_Cam_B_6_74.jpg;False;0.1644
71;2026_Conforme_Cam_B_6_75.jpg;False;0.4430
72;2026_Conforme_Cam_B_6_76.jpg;True;0.0000
73;2026_Conforme_Cam_B_6_77.jpg;True;0.0044
74;2026_Conforme_Cam_B_6_78.jpg;False;0.3050
75;2026_Conforme_Cam_B_6_79.jpg;True;0.0000
76;2026_Conforme_Cam_B_6_80.jpg;True;0.0001
77;2026_Conforme_Cam_B_6_81.jpg;False;0.3233
78;2026_Conforme_Cam_B_6_82.jpg;False;0.1998
79;2026_Conforme_Cam_B_6_83.jpg;False;0.1179
80;2026_Conforme_Cam_B_6_84.jpg;False;0.0976
81;2026_Conforme_Cam_B_6_86.jpg;False;0.0675
82;2026_Conforme_Cam_B_6_87.jpg;False;0.2071
83;2026_Conforme_Cam_B_6_88.jpg;False;0.2902
84;2026_Conforme_Cam_B_6_89.jpg;False;0.2550
85;2026_Conforme_Cam_B_6_90.jpg;False;0.3265
86;2026_Conforme_Cam_B_6_91.jpg;False;0.2647
87;2026_Conforme_Cam_B_6_92.jpg;True;0.0171
88;2026_Conforme_Cam_B_6_93.jpg;False;0.2725
89;2026_Conforme_Cam_B_6_94.jpg;False;0.3515
90;2026_Conforme_Cam_B_6_95.jpg;True;0.0131
91;2026_Conforme_Cam_B_6_96.jpg;True;0.0002
92;2026_Conforme_Cam_B_6_97.jpg;AMBIGU;0.0330
93;2026_Conforme_Cam_B_6_98.jpg;True;0.0042
94;2026_Conforme_Cam_B_6_99.jpg;False;0.3589
95;2026_Conforme_Cam_B_6_100.jpg;False;0.0961
96;2026_Conforme_Cam_B_6_101.jpg;False;0.2754
97;2026_Conforme_Cam_B_6_102.jpg;AMBIGU;0.0589
98;2026_Conforme_Cam_B_6_103.jpg;True;0.0000
99;2026_Conforme_Cam_B_6_104.jpg;False;0.1843
100;2026_Conforme_Cam_B_6_105.jpg;True;0.0000
101;2026_Conforme_Cam_B_6_106.jpg;False;0.2043
102;2026_Conforme_Cam_B_6_107.jpg;False;0.2177
103;2026_Conforme_Cam_B_6_108.jpg;True;0.0000
104;2026_Conforme_Cam_B_6_109.jpg;False;0.0742
105;2026_Conforme_Cam_B_6_110.jpg;True;0.0000
106;2026_Conforme_Cam_B_6_111.jpg;True;0.0000
107;2026_Conforme_Cam_B_6_112.jpg;False;0.0812
108;2026_Conforme_Cam_B_6_113.jpg;False;0.2703
109;2026_Conforme_Cam_B_6_114.jpg;True;0.0000
110;2026_Conforme_Cam_B_6_115.jpg;True;0.0000
111;2026_Conforme_Cam_B_6_116.jpg;True;0.0000
112;2026_Conforme_Cam_B_6_117.jpg;False;0.4403
113;2026_Conforme_Cam_B_6_118.jpg;True;0.0000
114;2026_Conforme_Cam_B_6_119.jpg;True;0.0000
115;2026_Conforme_Cam_B_6_120.jpg;False;0.3241
116;2026_Conforme_Cam_B_6_121.jpg;False;0.0899
117;2026_Conforme_Cam_B_6_122.jpg;AMBIGU;0.0596
118;2026_Conforme_Cam_B_6_123.jpg;True;0.0000
119;2026_Conforme_Cam_B_6_124.jpg;False;0.1636
120;2026_Conforme_Cam_B_6_125.jpg;True;0.0000
121;2026_Conforme_Cam_B_6_126.jpg;True;0.0000
122;2026_Conforme_Cam_B_6_127.jpg;True;0.0000
123;2026_Conforme_Cam_B_6_128.jpg;True;0.0000
124;2026_Conforme_Cam_B_6_129.jpg;False;0.1194
