numech_B_repere;nom_img_B;nom_img_T;vide_B;vide_T;accord
-8;NULL;2026_NON_Conforme_Cam_T_6_0.jpg;NULL;True;NULL
-7;NULL;2026_NON_Conforme_Cam_T_6_1.jpg;NULL;True;NULL
-6;NULL;2026_NON_Conforme_Cam_T_6_2.jpg;NULL;True;NULL
-5;NULL;2026_NON_Conforme_Cam_T_6_3.jpg;NULL;True;NULL
-4;NULL;2026_NON_Conforme_Cam_T_6_4.jpg;NULL;True;NULL
-3;NULL;2026_NON_Conforme_Cam_T_6_5.jpg;NULL;True;NULL
-2;NULL;2026_NON_Conforme_Cam_T_6_6.jpg;NULL;True;NULL
-1;NULL;2026_NON_Conforme_Cam_T_6_7.jpg;NULL;True;NULL
0;NULL;2026_NON_Conforme_Cam_T_6_8.jpg;NULL;True;NULL
1;NULL;2026_NON_Conforme_Cam_T_6_9.jpg;NULL;True;NULL
2;2026_NON_Conforme_Cam_B_6_2.jpg;2026_NON_Conforme_Cam_T_6_10.jpg;True;True;OK
3;NULL;2026_NON_Conforme_Cam_T_6_11.jpg;NULL;True;NULL
4;2026_NON_Conforme_Cam_B_6_4.jpg;2026_NON_Conforme_Cam_T_6_12.jpg;True;True;OK
5;2026_NON_Conforme_Cam_B_6_5.jpg;2026_NON_Conforme_Cam_T_6_13.jpg;True;True;OK
6;2026_NON_Conforme_Cam_B_6_6.jpg;2026_NON_Conforme_Cam_T_6_14.jpg;True;True;OK
7;NULL;2026_NON_Conforme_Cam_T_6_15.jpg;NULL;True;NULL
8;2026_NON_Conforme_Cam_B_6_8.jpg;2026_NON_Conforme_Cam_T_6_16.jpg;True;True;OK
9;2026_NON_Conforme_Cam_B_6_9.jpg;2026_NON_Conforme_Cam_T_6_17.jpg;True;True;OK
10;2026_NON_Conforme_Cam_B_6_10.jpg;2026_NON_Conforme_Cam_T_6_18.jpg;True;False;CONFLIT
11;NULL;2026_NON_Conforme_Cam_T_6_19.jpg;NULL;False;NULL
12;2026_NON_Conforme_Cam_B_6_12.jpg;2026_NON_Conforme_Cam_T_6_20.jpg;False;True;CONFLIT
13;2026_NON_Conforme_Cam_B_6_13.jpg;2026_NON_Conforme_Cam_T_6_21.jpg;False;True;CONFLIT
14;2026_NON_Conforme_Cam_B_6_14.jpg;2026_NON_Conforme_Cam_T_6_22.jpg;True;False;CONFLIT
15;2026_NON_Conforme_Cam_B_6_15.jpg;2026_NON_Conforme_Cam_T_6_23.jpg;True;True;OK
16;2026_NON_Conforme_Cam_B_6_16.jpg;2026_NON_Conforme_Cam_T_6_24.jpg;True;True;OK
17;2026_NON_Conforme_Cam_B_6_17.jpg;2026_NON_Conforme_Cam_T_6_25.jpg;False;False;OK
18;2026_NON_Conforme_Cam_B_6_18.jpg;2026_NON_Conforme_Cam_T_6_26.jpg;True;True;OK
19;2026_NON_Conforme_Cam_B_6_19.jpg;2026_NON_Conforme_Cam_T_6_27.jpg;True;True;OK
20;2026_NON_Conforme_Cam_B_6_20.jpg;2026_NON_Conforme_Cam_T_6_28.jpg;False;False;OK
21;2026_NON_Conforme_Cam_B_6_21.jpg;2026_NON_Conforme_Cam_T_6_29.jpg;True;False;CONFLIT
22;2026_NON_Conforme_Cam_B_6_22.jpg;2026_NON_Conforme_Cam_T_6_30.jpg;True;False;CONFLIT
23;2026_NON_Conforme_Cam_B_6_23.jpg;2026_NON_Conforme_Cam_T_6_31.jpg;True;True;OK
24;2026_NON_Conforme_Cam_B_6_24.jpg;2026_NON_Conforme_Cam_T_6_32.jpg;False;False;OK
25;2026_NON_Conforme_Cam_B_6_25.jpg;2026_NON_Conforme_Cam_T_6_33.jpg;True;True;OK
26;2026_NON_Conforme_Cam_B_6_26.jpg;2026_NON_Conforme_Cam_T_6_34.jpg;True;False;CONFLIT
27;2026_NON_Conforme_Cam_B_6_27.jpg;2026_NON_Conforme_Cam_T_6_35.jpg;False;False;OK
28;2026_NON_Conforme_Cam_B_6_28.jpg;2026_NON_Conforme_Cam_T_6_36.jpg;True;True;OK
29;2026_NON_Conforme_Cam_B_6_29.jpg;2026_NON_Conforme_Cam_T_6_37.jpg;False;False;OK
30;2026_NON_Conforme_Cam_B_6_30.jpg;2026_NON_Conforme_Cam_T_6_38.jpg;True;True;OK
31;2026_NON_Conforme_Cam_B_6_31.jpg;2026_NON_Conforme_Cam_T_6_39.jpg;True;True;OK
32;2026_NON_Conforme_Cam_B_6_32.jpg;2026_NON_Conforme_Cam_T_6_40.jpg;False;AMBIGU;AMBIGU
33;2026_NON_Conforme_Cam_B_6_33.jpg;2026_NON_Conforme_Cam_T_6_41.jpg;False;False;OK
34;2026_NON_Conforme_Cam_B_6_34.jpg;2026_NON_Conforme_Cam_T_6_42.jpg;True;False;CONFLIT
35;2026_NON_Conforme_Cam_B_6_35.jpg;2026_NON_Conforme_Cam_T_6_43.jpg;False;False;OK
36;2026_NON_Conforme_Cam_B_6_36.jpg;2026_NON_Conforme_Cam_T_6_44.jpg;False;False;OK
37;2026_NON_Conforme_Cam_B_6_37.jpg;2026_NON_Conforme_Cam_T_6_45.jpg;False;True;CONFLIT
38;2026_NON_Conforme_Cam_B_6_38.jpg;2026_NON_Conforme_Cam_T_6_46.jpg;True;False;CONFLIT
39;2026_NON_Conforme_Cam_B_6_39.jpg;2026_NON_Conforme_Cam_T_6_47.jpg;AMBIGU;False;AMBIGU
40;2026_NON_Conforme_Cam_B_6_40.jpg;2026_NON_Conforme_Cam_T_6_48.jpg;False;False;OK
41;2026_NON_Conforme_Cam_B_6_41.jpg;2026_NON_Conforme_Cam_T_6_49.jpg;False;False;OK
42;2026_NON_Conforme_Cam_B_6_42.jpg;2026_NON_Conforme_Cam_T_6_50.jpg;False;False;OK
43;2026_NON_Conforme_Cam_B_6_43.jpg;2026_NON_Conforme_Cam_T_6_51.jpg;False;False;OK
44;2026_NON_Conforme_Cam_B_6_44.jpg;2026_NON_Conforme_Cam_T_6_52.jpg;False;False;OK
45;2026_NON_Conforme_Cam_B_6_45.jpg;2026_NON_Conforme_Cam_T_6_53.jpg;True;False;CONFLIT
46;2026_NON_Conforme_Cam_B_6_46.jpg;2026_NON_Conforme_Cam_T_6_54.jpg;False;False;OK
47;2026_NON_Conforme_Cam_B_6_47.jpg;2026_NON_Conforme_Cam_T_6_55.jpg;False;False;OK
48;2026_NON_Conforme_Cam_B_6_48.jpg;2026_NON_Conforme_Cam_T_6_56.jpg;AMBIGU;AMBIGU;AMBIGU
49;2026_NON_Conforme_Cam_B_6_49.jpg;2026_NON_Conforme_Cam_T_6_57.jpg;False;True;CONFLIT
50;2026_NON_Conforme_Cam_B_6_50.jpg;2026_NON_Conforme_Cam_T_6_58.jpg;True;True;OK
51;2026_NON_Conforme_Cam_B_6_51.jpg;2026_NON_Conforme_Cam_T_6_59.jpg;False;True;CONFLIT
52;2026_NON_Conforme_Cam_B_6_52.jpg;2026_NON_Conforme_Cam_T_6_60.jpg;True;False;CONFLIT
53;2026_NON_Conforme_Cam_B_6_53.jpg;2026_NON_Conforme_Cam_T_6_61.jpg;True;True;OK
54;2026_NON_Conforme_Cam_B_6_54.jpg;2026_NON_Conforme_Cam_T_6_62.jpg;AMBIGU;False;AMBIGU
55;2026_NON_Conforme_Cam_B_6_55.jpg;2026_NON_Conforme_Cam_T_6_63.jpg;False;False;OK
56;2026_NON_Conforme_Cam_B_6_56.jpg;2026_NON_Conforme_Cam_T_6_64.jpg;True;True;OK
57;2026_NON_Conforme_Cam_B_6_57.jpg;2026_NON_Conforme_Cam_T_6_65.jpg;True;False;CONFLIT
58;2026_NON_Conforme_Cam_B_6_58.jpg;2026_NON_Conforme_Cam_T_6_66.jpg;False;False;OK
59;2026_NON_Conforme_Cam_B_6_59.jpg;2026_NON_Conforme_Cam_T_6_67.jpg;False;True;CONFLIT
60;2026_NON_Conforme_Cam_B_6_60.jpg;2026_NON_Conforme_Cam_T_6_68.jpg;True;True;OK
61;2026_NON_Conforme_Cam_B_6_61.jpg;2026_NON_Conforme_Cam_T_6_69.jpg;False;False;OK
62;2026_NON_Conforme_Cam_B_6_62.jpg;2026_NON_Conforme_Cam_T_6_70.jpg;False;False;OK
63;2026_NON_Conforme_Cam_B_6_63.jpg;2026_NON_Conforme_Cam_T_6_71.jpg;True;False;CONFLIT
64;2026_NON_Conforme_Cam_B_6_64.jpg;2026_NON_Conforme_Cam_T_6_72.jpg;True;False;CONFLIT
65;2026_NON_Conforme_Cam_B_6_65.jpg;2026_NON_Conforme_Cam_T_6_73.jpg;False;True;CONFLIT
