numech_B_repere;nom_img_B;nom_img_T;vide_B;vide_T;accord
-9;NULL;2026_Conforme_Cam_T_5_0.jpg;NULL;True;NULL
-8;NULL;2026_Conforme_Cam_T_5_1.jpg;NULL;True;NULL
-7;NULL;2026_Conforme_Cam_T_5_2.jpg;NULL;True;NULL
-6;NULL;2026_Conforme_Cam_T_5_3.jpg;NULL;True;NULL
-5;NULL;2026_Conforme_Cam_T_5_4.jpg;NULL;True;NULL
-4;NULL;2026_Conforme_Cam_T_5_5.jpg;NULL;True;NULL
-3;NULL;2026_Conforme_Cam_T_5_6.jpg;NULL;True;NULL
-2;NULL;2026_Conforme_Cam_T_5_7.jpg;NULL;True;NULL
-1;NULL;2026_Conforme_Cam_T_5_8.jpg;NULL;True;NULL
0;2026_Conforme_Cam_B_5_0.jpg;2026_Conforme_Cam_T_5_9.jpg;True;True;OK
1;2026_Conforme_Cam_B_5_1.jpg;2026_Conforme_Cam_T_5_10.jpg;True;True;OK
2;2026_Conforme_Cam_B_5_2.jpg;2026_Conforme_Cam_T_5_11.jpg;True;True;OK
3;2026_Conforme_Cam_B_5_3.jpg;2026_Conforme_Cam_T_5_12.jpg;True;True;OK
4;2026_Conforme_Cam_B_5_4.jpg;2026_Conforme_Cam_T_5_13.jpg;True;True;OK
5;2026_Conforme_Cam_B_5_5.jpg;2026_Conforme_Cam_T_5_14.jpg;True;True;OK
6;2026_Conforme_Cam_B_5_6.jpg;2026_Conforme_Cam_T_5_15.jpg;True;True;OK
7;2026_Conforme_Cam_B_5_7.jpg;2026_Conforme_Cam_T_5_16.jpg;True;True;OK
8;2026_Conforme_Cam_B_5_8.jpg;2026_Conforme_Cam_T_5_17.jpg;False;True;CONFLIT
9;2026_Conforme_Cam_B_5_9.jpg;2026_Conforme_Cam_T_5_18.jpg;True;True;OK
10;2026_Conforme_Cam_B_5_10.jpg;2026_Conforme_Cam_T_5_19.jpg;True;True;OK
11;2026_Conforme_Cam_B_5_11.jpg;2026_Conforme_Cam_T_5_20.jpg;True;True;OK
12;2026_Conforme_Cam_B_5_12.jpg;2026_Conforme_Cam_T_5_21.jpg;True;True;OK
13;2026_Conforme_Cam_B_5_13.jpg;2026_Conforme_Cam_T_5_22.jpg;True;True;OK
14;2026_Conforme_Cam_B_5_14.jpg;2026_Conforme_Cam_T_5_23.jpg;True;True;OK
15;2026_Conforme_Cam_B_5_15.jpg;2026_Conforme_Cam_T_5_24.jpg;True;False;CONFLIT
