numech_B_repere;nom_img_B;nom_img_T;vide_B;vide_T;accord
-5;NULL;2026_NON_Conforme_Cam_T_3_0.jpg;NULL;True;NULL
-4;NULL;2026_NON_Conforme_Cam_T_3_1.jpg;NULL;True;NULL
-3;NULL;2026_NON_Conforme_Cam_T_3_2.jpg;NULL;True;NULL
-2;NULL;2026_NON_Conforme_Cam_T_3_3.jpg;NULL;True;NULL
-1;NULL;2026_NON_Conforme_Cam_T_3_4.jpg;NULL;True;NULL
0;2026_NON_Conforme_Cam_B_3_0.jpg;2026_NON_Conforme_Cam_T_3_5.jpg;True;True;OK
1;2026_NON_Conforme_Cam_B_3_1.jpg;2026_NON_Conforme_Cam_T_3_6.jpg;True;True;OK
2;2026_NON_Conforme_Cam_B_3_2.jpg;2026_NON_Conforme_Cam_T_3_7.jpg;True;True;OK
3;2026_NON_Conforme_Cam_B_3_3.jpg;2026_NON_Conforme_Cam_T_3_8.jpg;True;True;OK
4;2026_NON_Conforme_Cam_B_3_4.jpg;2026_NON_Conforme_Cam_T_3_9.jpg;True;True;OK
5;2026_NON_Conforme_Cam_B_3_5.jpg;2026_NON_Conforme_Cam_T_3_10.jpg;True;True;OK
6;2026_NON_Conforme_Cam_B_3_6.jpg;2026_NON_Conforme_Cam_T_3_11.jpg;True;True;OK
7;2026_NON_Conforme_Cam_B_3_7.jpg;2026_NON_Conforme_Cam_T_3_12.jpg;True;True;OK
8;2026_NON_Conforme_Cam_B_3_8.jpg;2026_NON_Conforme_Cam_T_3_13.jpg;True;True;OK
9;2026_NON_Conforme_Cam_B_3_9.jpg;2026_NON_Conforme_Cam_T_3_14.jpg;True;True;OK
10;2026_NON_Conforme_Cam_B_3_10.jpg;2026_NON_Conforme_Cam_T_3_15.jpg;False;False;OK
11;2026_NON_Conforme_Cam_B_3_11.jpg;2026_NON_Conforme_Cam_T_3_16.jpg;True;True;OK
12;2026_NON_Conforme_Cam_B_3_12.jpg;2026_NON_Conforme_Cam_T_3_17.jpg;True;True;OK
13;2026_NON_Conforme_Cam_B_3_13.jpg;2026_NON_Conforme_Cam_T_3_18.jpg;True;True;OK
14;2026_NON_Conforme_Cam_B_3_14.jpg;2026_NON_Conforme_Cam_T_3_19.jpg;True;True;OK
15;2026_NON_Conforme_Cam_B_3_15.jpg;2026_NON_Conforme_Cam_T_3_20.jpg;True;True;OK
16;2026_NON_Conforme_Cam_B_3_16.jpg;2026_NON_Conforme_Cam_T_3_21.jpg;False;False;OK
17;2026_NON_Conforme_Cam_B_3_17.jpg;2026_NON_Conforme_Cam_T_3_22.jpg;False;False;OK
18;2026_NON_Conforme_Cam_B_3_18.jpg;2026_NON_Conforme_Cam_T_3_23.jpg;False;False;OK
19;2026_NON_Conforme_Cam_B_3_19.jpg;2026_NON_Conforme_Cam_T_3_24.jpg;True;False;CONFLIT
20;2026_NON_Conforme_Cam_B_3_20.jpg;2026_NON_Conforme_Cam_T_3_25.jpg;False;False;OK
21;2026_NON_Conforme_Cam_B_3_21.jpg;2026_NON_Conforme_Cam_T_3_26.jpg;False;False;OK
22;2026_NON_Conforme_Cam_B_3_22.jpg;2026_NON_Conforme_Cam_T_3_27.jpg;False;False;OK
23;2026_NON_Conforme_Cam_B_3_23.jpg;2026_NON_Conforme_Cam_T_3_28.jpg;False;False;OK
