id_img;nom_img;vide;fraction_brun
0;2025_Conforme_1_Cam_B_1_0.jpg;True;0.0019
1;2025_Conforme_1_Cam_B_1_1.jpg;True;0.0035
2;2025_Conforme_1_Cam_B_1_2.jpg;True;0.0047
3;2025_Conforme_1_Cam_B_1_3.jpg;True;0.0026
4;2025_Conforme_1_Cam_B_1_4.jpg;True;0.0039
5;2025_Conforme_1_Cam_B_1_5.jpg;True;0.0004
6;2025_Conforme_1_Cam_B_1_6.jpg;True;0.0039
7;2025_Conforme_1_Cam_B_1_7.jpg;True;0.0027
8;2025_Conforme_1_Cam_B_1_8.jpg;True;0.0050
9;2025_Conforme_1_Cam_B_1_9.jpg;True;0.0009
10;2025_Conforme_1_Cam_B_1_10.jpg;True;0.0000
11;2025_Conforme_1_Cam_B_1_11.jpg;True;0.0013
12;2025_Conforme_1_Cam_B_1_12.jpg;True;0.0004
13;2025_Conforme_1_Cam_B_1_13.jpg;True;0.0065
14;2025_Conforme_1_Cam_B_1_14.jpg;True;0.0010
15;2025_Conforme_1_Cam_B_1_15.jpg;True;0.0002
16;2025_Conforme_1_Cam_B_1_16.jpg;True;0.0010
17;2025_Conforme_1_Cam_B_1_17.jpg;True;0.0013
18;2025_Conforme_1_Cam_B_1_18.jpg;True;0.0018
19;2025_Conforme_1_Cam_B_1_19.jpg;True;0.0144
20;2025_Conforme_1_Cam_B_1_20.jpg;True;0.0118
21;2025_Conforme_1_Cam_B_1_21.jpg;True;0.0029
22;2025_Conforme_1_Cam_B_1_22.jpg;False;0.3441
23;2025_Conforme_1_Cam_B_1_23.jpg;True;0.0025
24;2025_Conforme_1_Cam_B_1_24.jpg;True;0.0004
25;2025_Conforme_1_Cam_B_1_25.jpg;True;0.0006
26;2025_Conforme_1_Cam_B_1_26.jpg;True;0.0041
27;2025_Conforme_1_Cam_B_1_27.jpg;True;0.0034
28;2025_Conforme_1_Cam_B_1_28.jpg;True;0.0001
29;2025_Conforme_1_Cam_B_1_29.jpg;True;0.0000
30;2025_Conforme_1_Cam_B_1_30.jpg;True;0.0042
31;2025_Conforme_1_Cam_B_1_31.jpg;True;0.0000
32;2025_Conforme_1_Cam_B_1_32.jpg;False;0.3464
33;2025_Conforme_1_Cam_B_1_33.jpg;True;0.0000
34;2025_Conforme_1_Cam_B_1_34.jpg;True;0.0000
35;2025_Conforme_1_Cam_B_1_35.jpg;True;0.0004
36;2025_Conforme_1_Cam_B_1_36.jpg;True;0.0038
37;2025_Conforme_1_Cam_B_1_37.jpg;True;0.0003
38;2025_Conforme_1_Cam_B_1_38.jpg;True;0.0007
39;2025_Conforme_1_Cam_B_1_39.jpg;True;0.0004
40;2025_Conforme_1_Cam_B_1_40.jpg;True;0.0021
41;2025_Conforme_1_Cam_B_1_41.jpg;True;0.0003
42;2025_Conforme_1_Cam_B_1_42.jpg;True;0.0062
43;2025_Conforme_1_Cam_B_1_43.jpg;True;0.0024
44;2025_Conforme_1_Cam_B_1_44.jpg;True;0.0000
45;2025_Conforme_1_Cam_B_1_45.jpg;True;0.0000
46;2025_Conforme_1_Cam_B_1_46.jpg;False;0.4839
47;2025_Conforme_1_Cam_B_1_47.jpg;True;0.0000
48;2025_Conforme_1_Cam_B_1_48.jpg;True;0.0000
49;2025_Conforme_1_Cam_B_1_49.jpg;True;0.0067
50;2025_Conforme_1_Cam_B_1_50.jpg;False;0.3669
51;2025_Conforme_1_Cam_B_1_51.jpg;True;0.0000
52;2025_Conforme_1_Cam_B_1_52.jpg;True;0.0000
53;2025_Conforme_1_Cam_B_1_53.jpg;False;0.4211
54;2025_Conforme_1_Cam_B_1_54.jpg;False;0.4255
55;2025_Conforme_1_Cam_B_1_55.jpg;False;0.1903
56;2025_Conforme_1_Cam_B_1_56.jpg;False;0.2134
57;2025_Conforme_1_Cam_B_1_57.jpg;True;0.0000
58;2025_Conforme_1_Cam_B_1_58.jpg;False;0.1786
59;2025_Conforme_1_Cam_B_1_59.jpg;False;0.4101
60;2025_Conforme_1_Cam_B_1_60.jpg;True;0.0000
61;2025_Conforme_1_Cam_B_1_61.jpg;True;0.0000
62;2025_Conforme_1_Cam_B_1_62.jpg;False;0.2147
63;2025_Conforme_1_Cam_B_1_63.jpg;False;0.1754
64;2025_Conforme_1_Cam_B_1_64.jpg;False;0.1368
65;2025_Conforme_1_Cam_B_1_65.jpg;False;0.3401
66;2025_Conforme_1_Cam_B_1_66.jpg;False;0.2908
67;2025_Conforme_1_Cam_B_1_67.jpg;AMBIGU;0.0422
68;2025_Conforme_1_Cam_B_1_68.jpg;False;0.4137
69;2025_Conforme_1_Cam_B_1_69.jpg;False;0.3074
70;2025_Conforme_1_Cam_B_1_70.jpg;False;0.2742
71;2025_Conforme_1_Cam_B_1_71.jpg;False;0.3604
72;2025_Conforme_1_Cam_B_1_72.jpg;True;0.0000
