numech_B_repere;nom_img_B;nom_img_T;vide_B;vide_T;accord
0;2026_Conforme_Cam_B_1_0.jpg;NULL;True;NULL;NULL
1;2026_Conforme_Cam_B_1_1.jpg;NULL;True;NULL;NULL
3;2026_Conforme_Cam_B_1_3.jpg;2026_Conforme_Cam_T_1_0.jpg;True;True;OK
4;2026_Conforme_Cam_B_1_4.jpg;2026_Conforme_Cam_T_1_1.jpg;True;True;OK
5;2026_Conforme_Cam_B_1_5.jpg;2026_Conforme_Cam_T_1_2.jpg;True;True;OK
6;2026_Conforme_Cam_B_1_6.jpg;2026_Conforme_Cam_T_1_3.jpg;True;True;OK
7;2026_Conforme_Cam_B_1_7.jpg;2026_Conforme_Cam_T_1_4.jpg;True;True;OK
8;2026_Conforme_Cam_B_1_8.jpg;2026_Conforme_Cam_T_1_5.jpg;True;True;OK
9;2026_Conforme_Cam_B_1_9.jpg;2026_Conforme_Cam_T_1_6.jpg;True;True;OK
10;2026_Conforme_Cam_B_1_10.jpg;2026_Conforme_Cam_T_1_7.jpg;True;True;OK
11;NULL;2026_Conforme_Cam_T_1_8.jpg;NULL;True;NULL
12;2026_Conforme_Cam_B_1_12.jpg;2026_Conforme_Cam_T_1_9.jpg;True;True;OK
13;2026_Conforme_Cam_B_1_13.jpg;2026_Conforme_Cam_T_1_10.jpg;True;True;OK
14;2026_Conforme_Cam_B_1_14.jpg;2026_Conforme_Cam_T_1_11.jpg;True;True;OK
15;2026_Conforme_Cam_B_1_15.jpg;2026_Conforme_Cam_T_1_12.jpg;True;True;OK
16;NULL;2026_Conforme_Cam_T_1_13.jpg;NULL;True;NULL
17;2026_Conforme_Cam_B_1_17.jpg;2026_Conforme_Cam_T_1_14.jpg;True;True;OK
18;2026_Conforme_Cam_B_1_18.jpg;2026_Conforme_Cam_T_1_15.jpg;True;True;OK
19;2026_Conforme_Cam_B_1_19.jpg;2026_Conforme_Cam_T_1_16.jpg;False;True;CONFLIT
20;2026_Conforme_Cam_B_1_20.jpg;2026_Conforme_Cam_T_1_17.jpg;False;True;CONFLIT
21;2026_Conforme_Cam_B_1_21.jpg;2026_Conforme_Cam_T_1_18.jpg;False;True;CONFLIT
22;2026_Conforme_Cam_B_1_22.jpg;2026_Conforme_Cam_T_1_19.jpg;False;True;CONFLIT
23;2026_Conforme_Cam_B_1_23.jpg;2026_Conforme_Cam_T_1_20.jpg;True;True;OK
24;2026_Conforme_Cam_B_1_24.jpg;2026_Conforme_Cam_T_1_21.jpg;True;True;OK
25;2026_Conforme_Cam_B_1_25.jpg;2026_Conforme_Cam_T_1_22.jpg;False;False;OK
26;2026_Conforme_Cam_B_1_26.jpg;2026_Conforme_Cam_T_1_23.jpg;False;True;CONFLIT
27;2026_Conforme_Cam_B_1_27.jpg;2026_Conforme_Cam_T_1_24.jpg;False;True;CONFLIT
28;2026_Conforme_Cam_B_1_28.jpg;2026_Conforme_Cam_T_1_25.jpg;True;False;CONFLIT
29;2026_Conforme_Cam_B_1_29.jpg;2026_Conforme_Cam_T_1_26.jpg;False;True;CONFLIT
30;2026_Conforme_Cam_B_1_30.jpg;2026_Conforme_Cam_T_1_27.jpg;False;True;CONFLIT
31;2026_Conforme_Cam_B_1_31.jpg;2026_Conforme_Cam_T_1_28.jpg;True;True;OK
32;2026_Conforme_Cam_B_1_32.jpg;2026_Conforme_Cam_T_1_29.jpg;AMBIGU;False;AMBIGU
33;2026_Conforme_Cam_B_1_33.jpg;2026_Conforme_Cam_T_1_30.jpg;False;True;CONFLIT
34;2026_Conforme_Cam_B_1_34.jpg;2026_Conforme_Cam_T_1_31.jpg;True;False;CONFLIT
35;2026_Conforme_Cam_B_1_35.jpg;2026_Conforme_Cam_T_1_32.jpg;False;False;OK
36;2026_Conforme_Cam_B_1_36.jpg;2026_Conforme_Cam_T_1_33.jpg;False;True;CONFLIT
37;2026_Conforme_Cam_B_1_37.jpg;2026_Conforme_Cam_T_1_34.jpg;True;AMBIGU;AMBIGU
38;2026_Conforme_Cam_B_1_38.jpg;2026_Conforme_Cam_T_1_35.jpg;False;True;CONFLIT
39;2026_Conforme_Cam_B_1_39.jpg;2026_Conforme_Cam_T_1_36.jpg;False;True;CONFLIT
40;2026_Conforme_Cam_B_1_40.jpg;2026_Conforme_Cam_T_1_37.jpg;False;True;CONFLIT
41;2026_Conforme_Cam_B_1_41.jpg;2026_Conforme_Cam_T_1_38.jpg;False;True;CONFLIT
42;2026_Conforme_Cam_B_1_42.jpg;2026_Conforme_Cam_T_1_39.jpg;True;True;OK
43;2026_Conforme_Cam_B_1_43.jpg;2026_Conforme_Cam_T_1_40.jpg;True;True;OK
44;2026_Conforme_Cam_B_1_44.jpg;2026_Conforme_Cam_T_1_41.jpg;True;False;CONFLIT
45;2026_Conforme_Cam_B_1_45.jpg;2026_Conforme_Cam_T_1_42.jpg;True;False;CONFLIT
