id_img;nom_img;vide;fraction_brun
0;2025_NON_Conforme_Cam_B_3_0.jpg;True;0.0000
1;2025_NON_Conforme_Cam_B_3_1.jpg;True;0.0000
2;2025_NON_Conforme_Cam_B_3_2.jpg;True;0.0000
3;2025_NON_Conforme_Cam_B_3_3.jpg;True;0.0000
4;2025_NON_Conforme_Cam_B_3_4.jpg;True;0.0000
5;2025_NON_Conforme_Cam_B_3_5.jpg;True;0.0000
6;2025_NON_Conforme_Cam_B_3_6.jpg;True;0.0000
7;2025_NON_Conforme_Cam_B_3_7.jpg;True;0.0000
8;2025_NON_Conforme_Cam_B_3_8.jpg;True;0.0000
9;2025_NON_Conforme_Cam_B_3_9.jpg;True;0.0000
10;2025_NON_Conforme_Cam_B_3_10.jpg;True;0.0000
11;2025_NON_Conforme_Cam_B_3_11.jpg;True;0.0004
12;2025_NON_Conforme_Cam_B_3_12.jpg;True;0.0000
13;2025_NON_Conforme_Cam_B_3_13.jpg;True;0.0000
14;2025_NON_Conforme_Cam_B_3_14.jpg;True;0.0000
15;2025_NON_Conforme_Cam_B_3_15.jpg;True;0.0000
16;2025_NON_Conforme_Cam_B_3_16.jpg;True;0.0000
17;2025_NON_Conforme_Cam_B_3_17.jpg;True;0.0000
18;2025_NON_Conforme_Cam_B_3_18.jpg;True;0.0000
19;2025_NON_Conforme_Cam_B_3_19.jpg;True;0.0000
20;2025_NON_Conforme_Cam_B_3_20.jpg;True;0.0000
21;2025_NON_Conforme_Cam_B_3_21.jpg;True;0.0000
22;2025_NON_Conforme_Cam_B_3_22.jpg;True;0.0001
23;2025_NON_Conforme_Cam_B_3_23.jpg;True;0.0000
24;2025_NON_Conforme_Cam_B_3_26.jpg;True;0.0002
25;2025_NON_Conforme_Cam_B_3_27.jpg;True;0.0000
26;2025_NON_Conforme_Cam_B_3_29.jpg;True;0.0000
27;2025_NON_Conforme_Cam_B_3_30.jpg;True;0.0000
28;2025_NON_Conforme_Cam_B_3_31.jpg;True;0.0000
29;2025_NON_Conforme_Cam_B_3_32.jpg;True;0.0000
30;2025_NON_Conforme_Cam_B_3_33.jpg;True;0.0000
31;2025_NON_Conforme_Cam_B_3_34.jpg;True;0.0001
