id_img;nom_img;vide;fraction_brun
0;2025_NON_Conforme_Cam_T_5_0.jpg;True;0.0000
1;2025_NON_Conforme_Cam_T_5_1.jpg;True;0.0000
2;2025_NON_Conforme_Cam_T_5_2.jpg;True;0.0000
3;2025_NON_Conforme_Cam_T_5_3.jpg;True;0.0000
4;2025_NON_Conforme_Cam_T_5_4.jpg;True;0.0000
5;2025_NON_Conforme_Cam_T_5_5.jpg;True;0.0000
6;2025_NON_Conforme_Cam_T_5_6.jpg;True;0.0000
7;2025_NON_Conforme_Cam_T_5_7.jpg;True;0.0000
8;2025_NON_Conforme_Cam_T_5_8.jpg;True;0.0000
9;2025_NON_Conforme_Cam_T_5_9.jpg;True;0.0000
10;2025_NON_Conforme_Cam_T_5_10.jpg;True;0.0000
11;2025_NON_Conforme_Cam_T_5_11.jpg;True;0.0000
12;2025_NON_Conforme_Cam_T_5_12.jpg;True;0.0000
13;2025_NON_Conforme_Cam_T_5_13.jpg;True;0.0000
14;2025_NON_Conforme_Cam_T_5_14.jpg;True;0.0000
15;2025_NON_Conforme_Cam_T_5_15.jpg;True;0.0000
16;2025_NON_Conforme_Cam_T_5_16.jpg;True;0.0000
17;2025_NON_Conforme_Cam_T_5_17.jpg;True;0.0000
18;2025_NON_Conforme_Cam_T_5_18.jpg;True;0.0000
19;2025_NON_Conforme_Cam_T_5_19.jpg;True;0.0000
20;2025_NON_Conforme_Cam_T_5_20.jpg;True;0.0000
21;2025_NON_Conforme_Cam_T_5_22.jpg;True;0.0000
22;2025_NON_Conforme_Cam_T_5_23.jpg;True;0.0000
23;2025_NON_Conforme_Cam_T_5_24.jpg;True;0.0000
24;2025_NON_Conforme_Cam_T_5_25.jpg;True;0.0000
25;2025_NON_Conforme_Cam_T_5_26.jpg;True;0.0000
26;2025_NON_Conforme_Cam_T_5_27.jpg;True;0.0000
27;2025_NON_Conforme_Cam_T_5_28.jpg;True;0.0000
28;2025_NON_Conforme_Cam_T_5_29.jpg;True;0.0000
29;2025_NON_Conforme_Cam_T_5_30.jpg;True;0.0000
30;2025_NON_Conforme_Cam_T_5_31.jpg;True;0.0000
31;2025_NON_Conforme_Cam_T_5_32.jpg;True;0.0000
32;2025_NON_Conforme_Cam_T_5_33.jpg;True;0.0000
33;2025_NON_Conforme_Cam_T_5_34.jpg;True;0.0000
34;2025_NON_Conforme_Cam_T_5_35.jpg;True;0.0000
35;2025_NON_Conforme_Cam_T_5_36.jpg;True;0.0000
36;2025_NON_Conforme_Cam_T_5_37.jpg;True;0.0000
37;2025_NON_Conforme_Cam_T_5_38.jpg;True;0.0000
38;2025_NON_Conforme_Cam_T_5_39.jpg;True;0.0000
39;2025_NON_Conforme_Cam_T_5_40.jpg;True;0.0000
40;2025_NON_Conforme_Cam_T_5_41.jpg;True;0.0000
41;2025_NON_Conforme_Cam_T_5_42.jpg;True;0.0000
42;2025_NON_Conforme_Cam_T_5_43.jpg;True;0.0000
43;2025_NON_Conforme_Cam_T_5_44.jpg;True;0.0000
44;2025_NON_Conforme_Cam_T_5_45.jpg;True;0.0000
45;2025_NON_Conforme_Cam_T_5_46.jpg;True;0.0000
46;2025_NON_Conforme_Cam_T_5_47.jpg;True;0.0000
47;2025_NON_Conforme_Cam_T_5_48.jpg;True;0.0000
48;2025_NON_Conforme_Cam_T_5_49.jpg;True;0.0000
49;2025_NON_Conforme_Cam_T_5_50.jpg;True;0.0000
50;2025_NON_Conforme_Cam_T_5_51.jpg;True;0.0000
51;2025_NON_Conforme_Cam_T_5_52.jpg;True;0.0000
52;2025_NON_Conforme_Cam_T_5_53.jpg;True;0.0000
53;2025_NON_Conforme_Cam_T_5_54.jpg;True;0.0000
54;2025_NON_Conforme_Cam_T_5_55.jpg;True;0.0000
55;2025_NON_Conforme_Cam_T_5_56.jpg;True;0.0000
56;2025_NON_Conforme_Cam_T_5_57.jpg;True;0.0000
57;2025_NON_Conforme_Cam_T_5_58.jpg;True;0.0000
58;2025_NON_Conforme_Cam_T_5_59.jpg;True;0.0000
59;2025_NON_Conforme_Cam_T_5_60.jpg;True;0.0000
60;2025_NON_Conforme_Cam_T_5_61.jpg;True;0.0000
61;2025_NON_Conforme_Cam_T_5_62.jpg;AMBIGU;0.0211
62;2025_NON_Conforme_Cam_T_5_63.jpg;AMBIGU;0.0443
63;2025_NON_Conforme_Cam_T_5_64.jpg;True;0.0000
64;2025_NON_Conforme_Cam_T_5_65.jpg;False;0.1556
65;2025_NON_Conforme_Cam_T_5_66.jpg;True;0.0000
66;2025_NON_Conforme_Cam_T_5_67.jpg;True;0.0000
67;2025_NON_Conforme_Cam_T_5_68.jpg;False;0.0923
68;2025_NON_Conforme_Cam_T_5_69.jpg;True;0.0169
69;2025_NON_Conforme_Cam_T_5_70.jpg;True;0.0093
70;2025_NON_Conforme_Cam_T_5_71.jpg;True;0.0154
71;2025_NON_Conforme_Cam_T_5_72.jpg;True;0.0000
72;2025_NON_Conforme_Cam_T_5_73.jpg;True;0.0000
73;2025_NON_Conforme_Cam_T_5_74.jpg;False;0.2411
74;2025_NON_Conforme_Cam_T_5_75.jpg;True;0.0068
75;2025_NON_Conforme_Cam_T_5_76.jpg;AMBIGU;0.0201
76;2025_NON_Conforme_Cam_T_5_77.jpg;False;0.0902
77;2025_NON_Conforme_Cam_T_5_78.jpg;True;0.0000
78;2025_NON_Conforme_Cam_T_5_79.jpg;True;0.0000
79;2025_NON_Conforme_Cam_T_5_80.jpg;True;0.0000
80;2025_NON_Conforme_Cam_T_5_81.jpg;True;0.0000
81;2025_NON_Conforme_Cam_T_5_82.jpg;False;0.4681
82;2025_NON_Conforme_Cam_T_5_83.jpg;False;0.3249
