id_img;nom_img;vide;fraction_brun
0;2025_PIETRA_Cam_T_6_0.jpg;True;0.0000
1;2025_PIETRA_Cam_T_6_1.jpg;True;0.0000
2;2025_PIETRA_Cam_T_6_2.jpg;True;0.0000
3;2025_PIETRA_Cam_T_6_3.jpg;True;0.0000
4;2025_PIETRA_Cam_T_6_4.jpg;True;0.0000
5;2025_PIETRA_Cam_T_6_5.jpg;True;0.0000
6;2025_PIETRA_Cam_T_6_6.jpg;True;0.0000
7;2025_PIETRA_Cam_T_6_7.jpg;True;0.0000
8;2025_PIETRA_Cam_T_6_8.jpg;True;0.0000
9;2025_PIETRA_Cam_T_6_9.jpg;True;0.0000
10;2025_PIETRA_Cam_T_6_10.jpg;True;0.0000
11;2025_PIETRA_Cam_T_6_11.jpg;True;0.0000
12;2025_PIETRA_Cam_T_6_12.jpg;True;0.0000
13;2025_PIETRA_Cam_T_6_13.jpg;True;0.0000
14;2025_PIETRA_Cam_T_6_14.jpg;True;0.0000
15;2025_PIETRA_Cam_T_6_15.jpg;True;0.0000
16;2025_PIETRA_Cam_T_6_17.jpg;True;0.0000
17;2025_PIETRA_Cam_T_6_18.jpg;True;0.0000
18;2025_PIETRA_Cam_T_6_19.jpg;True;0.0000
19;2025_PIETRA_Cam_T_6_20.jpg;True;0.0000
20;2025_PIETRA_Cam_T_6_22.jpg;True;0.0000
21;2025_PIETRA_Cam_T_6_23.jpg;True;0.0000
22;2025_PIETRA_Cam_T_6_24.jpg;True;0.0000
23;2025_PIETRA_Cam_T_6_25.jpg;True;0.0000
24;2025_PIETRA_Cam_T_6_26.jpg;True;0.0000
25;2025_PIETRA_Cam_T_6_27.jpg;True;0.0000
26;2025_PIETRA_Cam_T_6_28.jpg;True;0.0000
27;2025_PIETRA_Cam_T_6_29.jpg;True;0.0000
28;2025_PIETRA_Cam_T_6_30.jpg;True;0.0000
29;2025_PIETRA_Cam_T_6_31.jpg;True;0.0000
30;2025_PIETRA_Cam_T_6_32.jpg;True;0.0000
31;2025_PIETRA_Cam_T_6_33.jpg;AMBIGU;0.0476
32;2025_PIETRA_Cam_T_6_34.jpg;True;0.0001
33;2025_PIETRA_Cam_T_6_35.jpg;False;0.4061
34;2025_PIETRA_Cam_T_6_36.jpg;True;0.0000
35;2025_PIETRA_Cam_T_6_37.jpg;True;0.0000
36;2025_PIETRA_Cam_T_6_38.jpg;False;0.3601
37;2025_PIETRA_Cam_T_6_39.jpg;False;0.1094
38;2025_PIETRA_Cam_T_6_40.jpg;False;0.0716
39;2025_PIETRA_Cam_T_6_41.jpg;True;0.0000
40;2025_PIETRA_Cam_T_6_42.jpg;False;0.2732
41;2025_PIETRA_Cam_T_6_44.jpg;False;0.2173
42;2025_PIETRA_Cam_T_6_45.jpg;True;0.0000
43;2025_PIETRA_Cam_T_6_46.jpg;False;0.2294
44;2025_PIETRA_Cam_T_6_47.jpg;True;0.0000
45;2025_PIETRA_Cam_T_6_48.jpg;True;0.0000
46;2025_PIETRA_Cam_T_6_49.jpg;True;0.0000
47;2025_PIETRA_Cam_T_6_50.jpg;False;0.3988
48;2025_PIETRA_Cam_T_6_51.jpg;False;0.0827
49;2025_PIETRA_Cam_T_6_52.jpg;False;0.2267
50;2025_PIETRA_Cam_T_6_53.jpg;True;0.0000
51;2025_PIETRA_Cam_T_6_54.jpg;True;0.0000
52;2025_PIETRA_Cam_T_6_55.jpg;True;0.0000
53;2025_PIETRA_Cam_T_6_56.jpg;False;0.2046
54;2025_PIETRA_Cam_T_6_57.jpg;False;0.2090
55;2025_PIETRA_Cam_T_6_58.jpg;True;0.0000
56;2025_PIETRA_Cam_T_6_59.jpg;False;0.2661
57;2025_PIETRA_Cam_T_6_60.jpg;False;0.4315
58;2025_PIETRA_Cam_T_6_61.jpg;False;0.2521
59;2025_PIETRA_Cam_T_6_62.jpg;AMBIGU;0.0443
60;2025_PIETRA_Cam_T_6_63.jpg;True;0.0000
61;2025_PIETRA_Cam_T_6_64.jpg;True;0.0000
62;2025_PIETRA_Cam_T_6_65.jpg;True;0.0000
63;2025_PIETRA_Cam_T_6_66.jpg;True;0.0000
64;2025_PIETRA_Cam_T_6_67.jpg;True;0.0000
65;2025_PIETRA_Cam_T_6_68.jpg;True;0.0005
66;2025_PIETRA_Cam_T_6_69.jpg;True;0.0000
67;2025_PIETRA_Cam_T_6_70.jpg;True;0.0000
68;2025_PIETRA_Cam_T_6_71.jpg;False;0.1457
69;2025_PIETRA_Cam_T_6_72.jpg;False;0.1566
70;2025_PIETRA_Cam_T_6_73.jpg;AMBIGU;0.0419
71;2025_PIETRA_Cam_T_6_74.jpg;False;0.2259
72;2025_PIETRA_Cam_T_6_75.jpg;False;0.0760
73;2025_PIETRA_Cam_T_6_76.jpg;True;0.0000
74;2025_PIETRA_Cam_T_6_77.jpg;AMBIGU;0.0247
75;2025_PIETRA_Cam_T_6_78.jpg;False;0.2233
76;2025_PIETRA_Cam_T_6_79.jpg;False;0.1919
77;2025_PIETRA_Cam_T_6_80.jpg;False;0.2203
78;2025_PIETRA_Cam_T_6_81.jpg;AMBIGU;0.0309
79;2025_PIETRA_Cam_T_6_82.jpg;True;0.0000
80;2025_PIETRA_Cam_T_6_83.jpg;True;0.0000
81;2025_PIETRA_Cam_T_6_84.jpg;True;0.0000
82;2025_PIETRA_Cam_T_6_85.jpg;AMBIGU;0.0429
83;2025_PIETRA_Cam_T_6_86.jpg;False;0.2074
84;2025_PIETRA_Cam_T_6_87.jpg;True;0.0000
85;2025_PIETRA_Cam_T_6_88.jpg;True;0.0000
86;2025_PIETRA_Cam_T_6_90.jpg;True;0.0000
87;2025_PIETRA_Cam_T_6_91.jpg;False;0.2575
88;2025_PIETRA_Cam_T_6_92.jpg;True;0.0121
89;2025_PIETRA_Cam_T_6_93.jpg;False;0.1985
90;2025_PIETRA_Cam_T_6_94.jpg;False;0.4364
91;2025_PIETRA_Cam_T_6_95.jpg;True;0.0000
92;2025_PIETRA_Cam_T_6_96.jpg;True;0.0000
93;2025_PIETRA_Cam_T_6_97.jpg;False;0.2207
94;2025_PIETRA_Cam_T_6_98.jpg;False;0.2984
95;2025_PIETRA_Cam_T_6_99.jpg;AMBIGU;0.0271
96;2025_PIETRA_Cam_T_6_100.jpg;False;0.0785
97;2025_PIETRA_Cam_T_6_101.jpg;True;0.0140
98;2025_PIETRA_Cam_T_6_102.jpg;AMBIGU;0.0260
99;2025_PIETRA_Cam_T_6_103.jpg;False;0.0932
100;2025_PIETRA_Cam_T_6_104.jpg;False;0.3014
101;2025_PIETRA_Cam_T_6_105.jpg;True;0.0000
102;2025_PIETRA_Cam_T_6_106.jpg;False;0.0835
103;2025_PIETRA_Cam_T_6_107.jpg;False;0.2463
104;2025_PIETRA_Cam_T_6_108.jpg;True;0.0000
105;2025_PIETRA_Cam_T_6_109.jpg;True;0.0000
106;2025_PIETRA_Cam_T_6_110.jpg;False;0.0892
107;2025_PIETRA_Cam_T_6_111.jpg;False;0.1576
108;2025_PIETRA_Cam_T_6_112.jpg;False;0.2388
